Date,Open,High,Low,Close,Adj_Close,Volume,VWAP,Returns_Pct,Log_Returns,Dollar_Change,Intraday_Range,Intraday_Range_Pct,Daily_Return,Log_Return,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower,Volatility_20,Momentum_10,Price_Rate_of_Change,High_Low_Pct,Close_SMA20_Dist,Volume_SMA_20,Volume_Ratio
2000-01-17,5.4183,5.4249,5.4183,5.4195,5.4195,26752,5.4209,1.6372,0.01624,0.0873,0.0066,0.121,0.01637222909868341,0.016239649283320026,5.235709999999999,,,,5.265846657876993,5.247332081512803,,0.01851457636418985,0.008256204815271027,0.010258371548918822,,,,,0.22850000000000037,,0.12178245225573793,,,
2000-01-18,5.3243,5.3243,5.3175,5.319,5.319,49643,5.3203,-1.8539,-0.018713,-0.1005,0.0068,0.1275,-0.01854414613894273,-0.01871824451348705,5.25781,,,,5.275297147611505,5.256137614528174,,0.019159533083331404,0.010597782459318777,0.008561750624012626,,,,,0.22100000000000009,,0.127843579620232,,,
2000-01-19,5.3443,5.3627,5.3436,5.355,5.355,23797,5.3538,0.6768,0.006746,0.036,0.0191,0.3574,0.006768189509306355,0.006745388139531655,5.27919,,,,5.289136590656306,5.2677193251540375,,0.021417265502268634,0.012887560972947043,0.00852970452932159,,,,,0.2138,3.1593141976497874,0.3566760037348253,,,
2000-01-20,5.3192,5.3192,5.3139,5.3139,5.3139,40601,5.3157,-0.767,-0.0077,-0.0411,0.0054,0.1012,-0.007675070028011266,-0.00770467495518836,5.28819,,,,5.2933530086162515,5.272905964524668,,0.0204470440915836,0.014469010481615207,0.005978033609968392,,,,,0.08999999999999986,4.234994115339363,0.0997384218747075,,,
2000-01-21,5.2853,5.2853,5.2741,5.2743,5.2743,20071,5.2779,-0.7456,-0.007484,-0.0396,0.0112,0.2116,-0.007452153785355353,-0.007480059809807206,5.28783,,,,5.290161303496904,5.2730567650156015,54.641702886437095,0.01710453848130289,0.015015338282169933,0.002089200199132956,,,,,-0.0035999999999996035,2.5888897533649757,0.2123504540887045,,,
2000-01-24,5.2788,5.3175,5.274,5.2827,5.2827,24337,5.2914,0.1593,0.001592,0.0084,0.0436,0.8265,0.0015926284056650974,0.0015913615179883273,5.29559,,,,5.288928264264984,5.274065526612254,61.36335671219391,0.014862737652730829,0.014983934210240617,-0.00012119655750978883,,,,,0.07760000000000034,1.125595819215519,0.8234425577829494,,,
2000-01-25,5.3578,5.3634,5.3578,5.358,5.358,38987,5.3597,1.4254,0.014153,0.0753,0.0056,0.1045,0.014254074620932311,0.014153440469711844,5.30675,,,,5.300214122025507,5.282585608649884,62.83143939393933,0.017628513375622212,0.01552503453952358,0.002103478836098632,,,,,0.11159999999999926,1.5176490649690288,0.10451661067563031,,,
2000-01-26,5.3554,5.366,5.3554,5.3607,5.3607,25028,5.3607,0.0497,0.000497,0.0027,0.0107,0.1993,0.0005039193729003966,0.0005037924481713009,5.32017,,,,5.310003646419808,5.290303172795614,58.943514644351396,0.01970047362419436,0.01637544193416013,0.0033250316900342303,,,,,0.13419999999999987,2.989375804499428,0.19773537038072037,,,
2000-01-27,5.2117,5.2117,5.1945,5.203,5.203,56435,5.203,-2.941,-0.029851,-0.1577,0.0172,0.3307,-0.029417799914190135,-0.029859181262421593,5.32183,,,,5.292822789891073,5.281885883670651,45.68796776050666,0.010936906220421427,0.01527183006825056,-0.0043349238478291325,,,,,0.016600000000000392,-0.8272339127782913,0.330578512396709,,,
2000-01-28,5.1917,5.2105,5.1917,5.2028,5.2028,18455,5.2017,-0.0045,-4.5e-05,-0.0002,0.0189,0.3633,-3.843936190672803e-05,-3.844010071793295e-05,5.30889,5.260875,,,5.278464879306164,5.274427483727515,49.855509486116354,0.004037395578649239,0.012998736182096925,-0.008961340603447686,5.260875,5.4259997295706786,5.095750270429322,,-0.1294000000000004,-0.4534583373194234,0.36134389175059023,-1.1039038182811898,32579.5,0.5664605043048543
2000-01-31,5.2148,5.2148,5.176,5.2088,5.2088,15795,5.1998,0.1157,0.001157,0.006,0.0388,0.75,0.0011532251864381227,0.001152560733066651,5.287820000000001,5.261765,,,5.267416269872955,5.268361058372438,47.52826715750721,-0.0009447884994830957,0.010184070537380347,-0.011128859036863442,5.261765,5.425489920457905,5.098040079542094,0.014004750677866983,-0.2107000000000001,0.4318988122782752,0.7448932575641254,-1.006601397059722,31554.95,0.5005553803761374
2000-02-01,5.1901,5.2431,5.1901,5.2072,5.2072,16404,5.2135,-0.031,-0.00031,-0.0016,0.0529,1.02,-0.00030717247734601827,-0.00030721966447474325,5.27664,5.267225,,,5.257911329508286,5.262809442580481,48.69998652835785,-0.004898113072194121,0.007145210989724834,-0.012043324061918955,5.267225,5.414401884269093,5.120048115730906,0.013333639515894577,-0.11179999999999968,-2.3442481527324532,1.0178214779536015,-1.1395943784440488,30584.2,0.5363553730357504
2000-02-02,5.2923,5.3516,5.2923,5.3145,5.3145,45510,5.3194,2.06,0.020391,0.1073,0.0594,1.1215,0.0206060838838531,0.02039665071545879,5.272589999999999,5.27589,,,5.266808073264882,5.267424364498078,57.91229153798641,-0.0006162912331957315,0.005583692969690462,-0.0061999842028861935,5.27589,5.411800882566483,5.139979117433517,0.013936430840001172,-0.04050000000000065,-1.9374481040686509,1.1158152225044757,0.7318196550724023,30917.5,1.4719818872806663
2000-02-03,5.3416,5.3693,5.3416,5.3548,5.3548,39887,5.3552,0.7592,0.007563,0.0403,0.0277,0.5183,0.007583027566092859,0.007554420938106367,5.276680000000001,5.282435,,,5.280595480835782,5.27510840130714,51.60511363636362,0.005487079528641914,0.005564278599710674,-7.719907106876027e-05,5.282435,5.420396081850149,5.144473918149852,0.013605351532745237,0.040899999999999714,0.6730588456476783,0.51729289609323,1.369917471772006,31689.6,1.258677925881046
2000-02-04,5.3204,5.3204,5.3064,5.3092,5.3092,43760,5.312,-0.8517,-0.008554,-0.0456,0.014,0.2645,-0.008515724210054643,-0.008552190159695537,5.28017,5.284,,,5.285064799878548,5.278065493289989,41.67295787407516,0.006999306588558518,0.005852372585787254,0.0011469340027712637,5.284,5.422453716378246,5.145546283621754,0.0135981083464671,0.03489999999999949,-0.8552754435107501,0.26369321178332394,0.47691143073429015,31876.6,1.3727938362309657
2000-02-07,5.3494,5.3689,5.3494,5.3566,5.3566,23634,5.3583,0.8922,0.008882,0.0474,0.0195,0.3648,0.008927898741806883,0.00888828068323943,5.28756,5.291575,,,5.2962150819623,5.284792346588194,53.08601444517402,0.011422735374106097,0.006969822428368073,0.004452912945738023,5.291575,5.428421235261565,5.154728764738435,0.013298080533492409,0.07390000000000008,0.803552946047148,0.36403688907142306,1.228840184633126,31308.85,0.7548664355286125
2000-02-08,5.3103,5.3103,5.2873,5.305,5.305,24034,5.3008,-0.9635,-0.009682,-0.0516,0.023,0.4346,-0.009632976141582428,-0.009679673387203023,5.28226,5.294505,,,5.2975816308310915,5.286503412730168,45.998719590268834,0.011078218100923465,0.00779349307630545,0.0032847250246180147,5.294505,5.429778982794375,5.159231017205625,0.013428492125077808,-0.052999999999999936,0.5820677625466786,0.4335532516493815,0.19822438547134622,31344.35,0.7667729590819399
2000-02-09,5.3141,5.3795,5.3141,5.3386,5.3386,33868,5.3441,0.635,0.00633,0.0337,0.0653,1.2297,0.006333647502356321,0.0063136742483515295,5.28005,5.30011,,,5.3039514014511475,5.290868378633074,52.000647983152376,0.013083022818073609,0.008853449278131156,0.004229573539942452,5.30011,5.432784400021455,5.167435599978545,0.013446257658354301,-0.02210000000000001,1.058171011036002,1.225040272730685,0.7262113427834416,31894.45,1.0618775366874174
2000-02-10,5.3341,5.354,5.3341,5.3401,5.3401,33348,5.3427,0.0271,0.000271,0.0014,0.0199,0.3731,0.0002809725396171192,0.0002809330742253976,5.29376,5.307795,,,5.309556844824819,5.294953624729676,55.680248618784475,0.014603220095143143,0.010005185667272078,0.004598034427871066,5.307795,5.43014042083789,5.18544957916211,0.013290014696911923,0.13709999999999933,-0.3340798805524403,0.37265219752438733,0.6086331518078606,31855.75,1.0468439763621953
2000-02-11,5.3519,5.3584,5.3495,5.353,5.353,26743,5.3536,0.2422,0.002419,0.0129,0.0089,0.1662,0.0024156850995300516,0.0024127720227209728,5.3087800000000005,5.308835,,,5.31628521872358,5.29972780114884,56.02192907315398,0.016557417574740718,0.011317256313553207,0.005240161261187511,5.308835,5.432401445368689,5.185268554631311,0.011776311524285358,0.1501999999999999,-0.14363795772939225,0.16626190920978304,0.8319151000172272,31354.45,0.8529251828687794
2000-02-14,5.3331,5.3487,5.3321,5.3336,5.3336,36878,5.3382,-0.3622,-0.003628,-0.0194,0.0165,0.3104,-0.003624135998505529,-0.0036307190895310394,5.3212600000000005,5.30454,,,5.318964128112501,5.302491122860685,47.688518378173555,0.016473005251816275,0.012349428314844082,0.004123576936972193,5.30454,5.417419803797064,5.191660196202936,0.011174216319287155,0.12479999999999958,2.5100903325004698,0.31123443827809344,0.5478326113103006,31860.75,1.1574743218536914
2000-02-15,5.3607,5.3662,5.3607,5.3608,5.3608,23437,5.3626,0.5102,0.005089,0.0272,0.0055,0.1023,0.005099745012749457,0.005086785355110795,5.336619999999999,5.30663,,,5.325431254364062,5.3072125661238125,50.009053050878215,0.018218688240249747,0.013524211058706711,0.0046944771815430365,5.30663,5.422153997962604,5.1911060020373965,0.010406479339676979,0.15359999999999996,3.036826324286923,0.10259662736905881,1.0207985105424733,30550.45,0.7671572759157393
2000-02-16,5.3526,5.4488,5.3185,5.3539,5.3539,38455,5.3737,-0.1296,-0.001297,-0.0069,0.1303,2.4503,-0.0012871213251752778,-0.001287950377298273,5.34056,5.3065750000000005,,,5.329828804865727,5.310967084498609,68.7920298879202,0.018861720367118195,0.01459238995920119,0.004269330407917006,5.3065750000000005,5.4220030432039605,5.19114695679604,0.010302839874029102,0.039400000000000546,2.785670403931806,2.4337398905470793,0.8918181689696242,31283.35,1.2292481463781852
2000-02-17,5.3307,5.4092,5.2876,5.3405,5.3405,19680,5.3458,-0.2504,-0.002507,-0.0134,0.1217,2.3009,-0.0025028483908927646,-0.0025059857519126203,5.339129999999999,5.307905,,,5.331476151413905,5.3133270956026095,66.60236315408716,0.018149055811295334,0.015304084001371916,0.0028449718099234182,5.307905,5.424297375858108,5.191512624141891,0.010163130241953795,-0.014300000000000423,2.5599170379474456,2.2769403613893817,0.6140840877898098,30237.3,0.6508517625581649
2000-02-18,5.2893,5.2949,5.2893,5.2896,5.2896,24962,5.2913,-0.9527,-0.009573,-0.0509,0.0056,0.1053,-0.00953094279561828,-0.009576652903044996,5.3371699999999995,5.30867,,,5.325015001216007,5.311442037953307,58.790252393385515,0.013572963262700632,0.014957719351443617,-0.0013847560887429843,5.30867,5.4243312130773615,5.193008786922639,0.01025743169048055,-0.019599999999999618,-0.46852949477843575,0.10586811857229791,-0.3592236850284561,30481.85,0.8189135501946241
2000-02-21,5.3997,5.4172,5.3997,5.4115,5.4115,54629,5.4095,2.3039,0.022778,0.1219,0.0176,0.3251,0.023045220810647304,0.022783690108496055,5.34266,5.31511,,,5.338352989300726,5.319348902915965,67.61510605276766,0.019004086384761365,0.015767255467596716,0.0032368309171646494,5.31511,5.438750649081374,5.191469350918625,0.01144104536243935,0.05489999999999995,1.0588630761186213,0.32338538298069053,1.8135090336794617,31996.45,1.7073456586590074
2000-02-22,5.3112,5.3112,5.297,5.3054,5.3054,37859,5.3045,-1.9596,-0.019791,-0.106,0.0142,0.268,-0.01960639379100071,-0.01980114896409317,5.3427,5.312479999999999,,,5.333272790979792,5.318252048984189,49.21375496803179,0.015020741995602549,0.015617914001936736,-0.0005971720063341866,5.312479999999999,5.434506478576104,5.190453521423894,0.01192733690396379,0.00039999999999995595,-0.07157387176975893,0.26765182644099705,-0.13327108996173748,31940.05,1.1853143623757634
2000-02-23,5.2885,5.2885,5.2832,5.2833,5.2833,37044,5.285,-0.418,-0.004189,-0.0222,0.0054,0.1019,-0.004165567157989991,-0.004174267301958775,5.3371699999999995,5.30861,,,5.325571190353623,5.315516114691633,43.621766280107046,0.010055075661989932,0.014505115214681485,-0.004450039552691553,5.30861,5.42909713231143,5.18812286768857,0.011952597709433776,-0.055299999999999905,-1.3684053317402967,0.10031609032233799,-0.47677263916543444,32540.85,1.1383845228382172
2000-02-24,5.3519,5.3936,5.3519,5.3667,5.3667,26702,5.3707,1.5794,0.015671,0.0834,0.0417,0.7801,0.015785588552609253,0.015662291996130447,5.33983,5.316795,,,5.331908083797634,5.319505857305604,54.805281631288636,0.012402226492030266,0.014084467578074373,-0.0016822410860441069,5.316795,5.4290330454307085,5.204556954569291,0.01033837662739089,0.02660000000000018,1.1630537229029292,0.7770138073676657,0.9386293810462857,31054.2,0.8598514854673441
2000-02-25,5.3538,5.3538,5.3036,5.3047,5.3047,35627,5.3207,-1.1563,-0.011631,-0.0621,0.0502,0.947,-0.011552723275010557,-0.011619974440359627,5.334999999999999,5.32189,,,5.327716973021073,5.318356207690046,45.76603034752817,0.009360765331027032,0.013139601534425154,-0.003778836203398122,5.32189,5.420799632333871,5.222980367666128,0.010748197855119863,-0.04829999999999934,-0.6349979395346983,0.9463306124757169,-0.32300554878059057,31912.8,1.1163859015818105
2000-02-28,5.2576,5.2576,5.2203,5.225,5.225,26490,5.2343,-1.5022,-0.015136,-0.0797,0.0374,0.7156,-0.015024412313608848,-0.01513842219190822,5.32414,5.3227,,,5.31189758873005,5.311133074178865,43.75975039001561,0.0007645145511849805,0.010664320920793996,-0.009899806369609016,5.3227,5.417906147523762,5.227493852476238,0.011334909868026887,-0.10860000000000003,-2.155390348495345,0.7138755980861266,-1.8355345971029846,32447.55,0.8163944581332027
2000-02-29,5.3096,5.3407,5.3096,5.3167,5.3167,43123,5.3223,1.7556,0.017404,0.0917,0.0311,0.5867,0.01755023923444976,0.01739801228469186,5.31973,5.328175,,,5.312637084682481,5.311562381275287,48.433700472035504,0.0010747034071938444,0.008746234245305493,-0.007671530838111649,5.328175,5.406514661931741,5.249835338068259,0.011970463961375239,-0.04410000000000025,-0.6781244162151978,0.5849493106626357,-0.21536454789866888,33783.5,1.2764515221927863
2000-03-01,5.3732,5.4102,5.3732,5.3736,5.3736,25453,5.3857,1.0699,0.010642,0.0569,0.037,0.6884,0.010702127259390126,0.010645264834951053,5.3217,5.33113,,,5.322023120036974,5.31633204806607,52.22001325381047,0.005691071970903572,0.008135160202880805,-0.002444088231977233,5.33113,5.411723877265162,5.250536122734838,0.011321579571791595,0.019699999999999385,0.7499625018749123,0.6885514366532665,0.7966416125661874,32780.65,0.7764641640724025
2000-03-02,5.3558,5.4209,5.3554,5.3851,5.3851,19345,5.3871,0.2145,0.002143,0.0115,0.0655,1.223,0.0021400923031116292,0.002137805567547647,5.32616,5.332644999999999,,,5.331733492858328,5.321604354218537,52.13119107688225,0.010129138639791258,0.008533977603947567,0.0015951610358436903,5.332644999999999,5.416197201772622,5.249092798227377,0.011209510478395445,0.04460000000000086,0.45329055364871085,1.2163191027093132,0.983658203386894,31753.55,0.6092232207107552
2000-03-03,5.3832,5.4963,5.3684,5.427,5.427,38580,5.4306,0.7782,0.007752,0.0419,0.1279,2.3828,0.007780728305880835,0.0077506145432023315,5.3399,5.338535,,,5.3463978490249415,5.3296639284640195,56.02114492006187,0.016733920560922044,0.010174037630031432,0.006559882930890612,5.338535,5.4312359515649815,5.245834048435019,0.011125725230170915,0.13739999999999952,1.365359831151114,2.3567348442970237,1.6571025571622056,31494.55,1.2249738446810639
2000-03-06,5.4216,5.4246,5.4051,5.4102,5.4102,18688,5.4133,-0.3101,-0.003106,-0.0168,0.0195,0.3605,-0.0030956329463791565,-0.0031004343294887553,5.33977,5.341215,,,5.356218080945599,5.3358077799104855,53.22791427077884,0.02041030103511332,0.012221361649877974,0.008188939385235346,5.341215,5.439070796697838,5.243359203302162,0.011006189173390916,-0.001300000000000523,1.305121243329288,0.36043029832538265,1.291560066389382,31247.25,0.5980686300394434
2000-03-07,5.4405,5.4705,5.4405,5.465,5.465,35201,5.4586,1.0131,0.01008,0.0548,0.03,0.5506,0.010129015563195454,0.010078060876722932,5.355729999999999,5.349214999999999,,,5.372960276049488,5.345641699373908,56.831877997786215,0.027318576675580353,0.015240888827151201,0.012077687848429152,5.349214999999999,5.459921863287455,5.238508136712543,0.010931048530037936,0.1596000000000002,3.3159407138535935,0.5489478499542589,2.1645232057414163,31805.6,1.1067547853208242
2000-03-08,5.4157,5.4157,5.4066,5.4103,5.4103,20494,5.4109,-1.0007,-0.010057,-0.0547,0.0091,0.1685,-0.010009149130832506,-0.010059577442500254,5.36843,5.3528,,,5.378706741172419,5.350553351395902,54.0847378277154,0.02815338977651649,0.017823446609987335,0.010329943166529156,5.3528,5.466658360763668,5.238941639236333,0.01116113821076784,0.12700000000000067,-0.022174997690105336,0.16819769698538173,1.0742041548348549,31136.9,0.6581901216884147
2000-03-09,5.3686,5.3686,5.3539,5.3542,5.3542,38247,5.3589,-1.037,-0.010424,-0.0561,0.0147,0.2741,-0.010369110770197754,-0.010423244537118483,5.367179999999999,5.353505,,,5.374935422522786,5.350829840202239,53.757561656584436,0.024105582320546937,0.019079896167908412,0.005025686152638525,5.353505,5.467206760852911,5.239803239147089,0.011433942538553444,-0.012500000000000178,0.9198175443887457,0.274550819917065,0.012982149078023576,31381.85,1.2187618002125433
2000-03-10,5.3156,5.3156,5.2993,5.3081,5.3081,40878,5.3076,-0.8615,-0.008652,-0.0461,0.0163,0.3083,-0.008610063128011713,-0.008647343868817213,5.367520000000001,5.35126,5.306609999999999,,5.364650625102564,5.347595711251388,43.40392957387086,0.017054913851175968,0.018674893924176744,-0.0016199800730007756,5.35126,5.466762552261616,5.235757447738384,0.011584292997682051,0.0033999999999991815,0.4694035924516893,0.30707786213523114,-0.8065390207166221,32088.6,1.273910360688843
2000-03-13,5.3487,5.3778,5.3487,5.367,5.367,26809,5.3645,1.111,0.011049,0.059,0.0291,0.5436,0.011096249128690117,0.011035137414625704,5.38172,5.352929999999999,5.31013,,5.365012139512131,5.349062013534724,54.18137387998915,0.015950125977406415,0.01812993411248161,-0.002179808135075196,5.352929999999999,5.468323224283431,5.237536775716567,0.01183196417384672,0.14200000000000035,0.005590027391133567,0.5422023476802624,0.26284670264698284,31585.15,0.8487849511558437
2000-03-14,5.3407,5.4196,5.3407,5.3853,5.3853,21068,5.3819,0.3402,0.003396,0.0183,0.0789,1.4775,0.0034097261039687243,0.0034039261683053122,5.38858,5.3541549999999996,5.315876,,5.368133875758379,5.3517962900829215,56.95960698689957,0.01633758567545751,0.01777146115064666,-0.0014338754751891496,5.3541549999999996,5.470416908954241,5.237893091045758,0.011802168461080734,0.0686,1.5194073180387013,1.46509943735725,0.5816977655671235,31466.7,0.6695331890538251
2000-03-15,5.3546,5.3815,5.3546,5.3761,5.3761,19110,5.3707,-0.1712,-0.001714,-0.0092,0.0268,0.5009,-0.0017083542235344362,-0.0017098151246724726,5.3888300000000005,5.355265,5.320573999999999,,5.369359608403474,5.353627560011666,50.71363498329793,0.01573204839180775,0.01736357561825201,-0.0016315272264442598,5.355265,5.4719398297394815,5.238590170260519,0.011805396942305245,0.002500000000000391,2.8918660287081455,0.5003627164673344,0.3890563772287634,30499.45,0.6265686758285804
2000-03-16,5.3688,5.4519,5.3426,5.4168,5.4168,40113,5.4038,0.7582,0.007553,0.0408,0.1093,2.0467,0.007570543702684063,0.007542030950973926,5.392,5.35908,5.324431999999999,,5.376659012355701,5.358381502559951,58.79491605209474,0.018277509795750824,0.01754636352233106,0.0007311462734197645,5.35908,5.4786751873701665,5.239484812629833,0.011897316970176935,0.03169999999999984,1.8827468166343841,2.017796485009603,1.0770505385252818,31521.1,1.2725761474060233
2000-03-17,5.4996,5.5181,5.4996,5.5114,5.5114,44844,5.5097,1.7452,0.017301,0.0945,0.0185,0.336,0.017464185496972373,0.01731343918635617,5.40044,5.37017,5.329101999999999,,5.3973905151103825,5.36988310432076,71.95645507513034,0.02750741078962271,0.01953858229300857,0.00796882849661414,5.37017,5.503035933220393,5.237304066779607,0.01218955496297781,0.08440000000000047,2.564388864076239,0.33566788837681016,2.629898122405812,32515.2,1.3791703572483023
2000-03-20,5.3803,5.3803,5.3664,5.373,5.373,51556,5.3732,-2.5114,-0.025435,-0.1384,0.0139,0.2596,-0.025111586892622495,-0.02543226262897027,5.39672,5.368245,5.332460000000001,,5.393637803451222,5.370117129846966,54.027757905279735,0.02352067360425636,0.020335003535023755,0.003185670069232604,5.368245,5.499697748765077,5.236792251234923,0.012633781707088147,-0.037199999999999456,-0.2246940632485983,0.2587009119672523,0.08857643419777389,32361.55,1.5931251747830373
2000-03-21,5.3784,5.4181,5.3755,5.3842,5.3842,16181,5.3926,0.2089,0.002087,0.0112,0.0426,0.7919,0.002084496556858273,0.0020823270083316463,5.3886400000000005,5.372185,5.335215999999999,,5.392185727372832,5.371173446769682,50.811390079608096,0.021012280603149414,0.0204704593540892,0.0005418212490602148,5.372185,5.500390234723572,5.243979765276428,0.011779927669347968,-0.08079999999999998,-0.7886493458632682,0.7912038928717394,0.22365201496225254,31277.65,0.5173342626444122
2000-03-22,5.3313,5.3358,5.318,5.33,5.33,25563,5.3279,-1.0064,-0.010115,-0.0542,0.0178,0.3355,-0.010066490843579357,-0.01011750057726298,5.38061,5.3745199999999995,5.337285999999999,,5.3826180996505695,5.36808802018912,46.04109785888774,0.014530079461449574,0.01928238053067768,-0.004752301069228106,5.3745199999999995,5.497503740474309,5.2515362595256905,0.011983547665353927,-0.08030000000000026,-1.4823851243946584,0.3339587242026315,-0.8283530436206294,30703.6,0.8325733790174442
2000-03-23,5.3026,5.3026,5.2787,5.2812,5.2812,43574,5.2875,-0.915,-0.009193,-0.0488,0.024,0.454,-0.009155722326454008,-0.009197893554844164,5.37331,5.370245,5.339181999999999,,5.367014497122444,5.361582482989481,39.627205463858886,0.0054320141329631255,0.01651230194471842,-0.011080287811755296,5.370245,5.500124060749037,5.240365939250962,0.011604838124722848,-0.07299999999999951,-3.3632204940530652,0.45254866318261483,-1.6581180188240872,31547.2,1.381231931835472
2000-03-24,5.2938,5.3197,5.2618,5.2629,5.2629,26497,5.2814,-0.347,-0.003476,-0.0183,0.0579,1.1005,-0.0034651215632810484,-0.003471139001797268,5.36879,5.368155,5.337796,,5.350996171659257,5.354199758726097,39.54280846230302,-0.003203587066840541,0.012569118099494968,-0.01577270516633551,5.368155,5.503696913890325,5.232613086109675,0.01134521652390685,-0.04519999999999946,-2.7244330258950566,1.1001539075414706,-1.9607295243896583,31090.7,0.8522484215537122
2000-03-27,5.237,5.2671,5.2353,5.2493,5.2493,21802,5.2506,-0.2584,-0.002588,-0.0136,0.0319,0.6086,-0.00258412662220453,-0.0025874712405917796,5.35702,5.36937,5.334392,,5.33535001954695,5.34635769597925,33.735484843914946,-0.011007676432299718,0.007853753412115748,-0.018861429844415467,5.36937,5.49984990932263,5.23889009067737,0.010821860817179564,-0.11770000000000014,-1.9592095924694575,0.605795058388747,-2.236202757492967,30856.3,0.7065655960047057
2000-03-28,5.2976,5.3033,5.2976,5.298,5.298,36969,5.2996,0.927,0.009227,0.0487,0.0057,0.107,0.009277427466519272,0.009234656469357937,5.34829,5.368435,5.333972,,5.329603680199019,5.342745056374733,41.45487749201033,-0.01314137617571376,0.00365472337615317,-0.01679609955186693,5.368435,5.50075904046208,5.236110959537919,0.010280754975367437,-0.08729999999999993,-0.19027523972795501,0.10758776896942314,-1.3120211011216454,30548.6,1.2101700241582267
2000-03-29,5.2858,5.2941,5.2763,5.2858,5.2858,23077,5.2854,-0.2299,-0.002301,-0.0122,0.0178,0.3366,-0.0023027557568894297,-0.002305411176232057,5.33926,5.364045,5.332587999999999,,5.322864471376747,5.338493573395624,44.42270058708418,-0.01562910201887746,-0.00020204472901867596,-0.015427057289858786,5.364045,5.501378454735085,5.226711545264915,0.009966334714198097,-0.09030000000000005,-1.5129495062418452,0.33675129592493586,-1.458693952045516,30429.8,0.7583684414619879
